Channel,Region,Fresh,Milk,Grocery,Frozen,Detergents_Paper,Delicassen
2,2,417,1140,4247,15873,15219,2784
1,2,39,1446,3479,134,2968,1374
1,1,938,1543,1005,564,12044,2783
1,2,264,1795,1128,4525,5887,256
2,3,225,1926,2662,2897,16626,2556
2,2,799,1595,1523,10094,4767,2648
2,2,973,1491,3925,7290,12095,3367
1,3,696,1554,4869,1359,4525,853
1,3,603,1456,4191,19709,8872,3929
1,3,592,1806,3331,20839,11798,3620
2,1,668,1578,1760,18757,13730,645
1,1,766,1893,4048,15865,10323,1659
2,2,420,1824,1562,17634,13548,492
1,2,190,1109,3754,8458,7252,1443
1,2,592,1359,1270,19615,16543,3225
1,2,511,1582,4598,723,4601,1364
1,2,551,1457,1396,6796,11329,2623
1,2,282,1607,941,7934,5525,3244
1,3,399,1499,1963,249,8915,1264
2,3,236,1605,2882,8084,14328,1018
1,3,512,1180,1025,7255,16538,2616
1,1,306,1134,3150,12352,19005,595
1,2,621,1345,1036,2099,11256,2488
1,2,430,1688,4456,19558,13471,1179
1,1,694,1917,4832,17359,8042,3421
2,2,647,1393,2792,16516,5453,1097
2,1,515,1976,2579,14715,11625,2166
2,3,344,1306,1961,11083,17415,1336
2,2,86,1321,2759,1656,3771,1274
2,3,252,1117,2301,13262,10575,3420
2,2,143,1477,2882,7460,19657,1273
1,3,710,1604,2402,15859,2320,2429
2,1,763,1868,4091,10335,13741,3278
1,3,635,1693,2905,10261,19247,3881
2,2,505,1359,1086,2200,16624,422
2,1,489,1501,3074,16053,9475,3816
2,1,35,1375,3971,16277,2380,2638
1,3,916,1213,1334,19026,13202,2646
1,2,748,1774,3139,21393,2787,3241
1,2,642,1958,922,19468,8911,2817
1,1,572,1246,2697,12546,13203,3705
1,3,696,1214,4063,14497,7788,3831
1,3,114,1608,3222,1330,12858,973
1,2,851,1459,1153,18098,4698,3657
2,2,323,1581,1839,19383,9304,2095
1,2,549,1636,3171,3791,16875,813
1,2,423,1562,1888,2794,6905,1572
2,3,183,1970,2305,15234,3550,3786
1,3,835,1319,2602,12868,19470,1389
1,1,384,1479,3927,18255,14756,1291
2,2,655,1581,3930,1268,10818,2240
2,3,656,1108,1975,13075,19163,510
1,1,255,1915,2140,2187,16549,1717
1,3,118,1862,1260,3781,15056,2972
1,3,980,1509,3548,17695,13776,2632
1,1,164,1981,4149,20965,14769,1635
1,2,524,1672,2315,9978,11494,3717
2,1,513,1290,1267,1798,13735,846
1,2,442,1819,1347,6874,9212,2987
1,2,276,1662,3751,5004,19502,989
1,1,497,1889,1107,15534,16282,413
1,3,839,1089,4478,19849,19257,3071
2,3,444,1467,2056,15992,10539,3401
2,2,842,1322,1284,17687,19472,2697
1,1,751,1911,1416,5660,2521,200
2,1,148,1227,1231,2103,10876,2955
2,1,737,1480,2828,2035,13090,1852
1,2,281,1161,2685,13220,16816,426
1,1,668,1151,4918,5200,11623,1174
1,3,386,1922,3281,19604,14582,1788
2,1,535,1497,2330,707,18430,1694
2,2,268,1014,1341,10685,18598,1491
1,1,279,1979,4702,20566,14415,2286
1,1,661,1331,986,12774,13103,2764
2,1,164,1861,3995,9326,17898,2556
1,2,337,1421,4464,18057,16237,2236
2,2,332,1925,3240,10165,9768,3464
2,3,612,1635,1777,3690,8801,10
1,3,377,1772,4549,5504,13326,3384
2,2,155,1651,4884,303,9497,500
2,2,162,1465,4341,11860,17687,3582
2,1,296,1409,3134,12615,7360,778
2,2,312,1158,3394,18808,13920,66
1,1,449,1459,1038,7199,8208,342
2,3,255,1809,1102,18560,15543,1355
1,3,405,1874,1403,16534,5686,800
3,2,300,1745,1260,16654,5674,790
1,3,675,5645,1809,3647,4763,465
1,2,387,2376,2556,1246,3934,855
1,3,5649,1198,11001,3186,6913,1042
2,4,6458,306,3211,5478,3215,686
1,3,4046,696,4201,4701,1148,1180
1,3,806,2311,45012,5321,1475,1401
1,3,5207,2534,25443,2547,588,980
2,3,999,5896,5412,7156,1780,386
1,4,472,4128,27386,5768,253,2768
1,3,3690,5760,5768,2852,2838,2860
2,3,4286,5386,17045,5568,3684,5768
1,3,5583,2458,5755,5455,3663,5805
1,3,2525,5555,1111,3945,3843,2505
1,4,8480,2882,6846,6180,3106,5505
2,3,2888,4595,836,455,5855,4805
1,3,515,5046,15901,4658,1295,1658
1,3,464,868,2883,5056,1349,1676
1,3,4676,1676,4976,4986,1676,5686
2,4,4645,1815,2843,1620,2686,2600
1,4,1659,2643,19864,4989,4686,4606
1,3,1656,4973,1956,466,32,213
1,3,431,2686,461,2686,132,1026
1,4,616,4656,191,5956,4646,4643
2,3,564,5946,594,465,8285,825
2,3,565,6497,4953,2689,464,2056
1,3,2195,5952,2046,2976,2046,2045
1,3,693,5029,20565,2054,4319,2046
1,4,9264,1046,9138,2046,6046,2045
1,3,5046,5640,2940,8540,2045,3495
2,3,948,294,1640,1973,2640,4023
1,3,4940,4649,5386,5946,3195,3404
1,3,464,650,4348,5043,4650,4640
1,3,4816,48,5882,4485,294,58
1,4,491,594,464,4950,2005,202
2,3,4845,4300,5043,5601,4600,291
1,3,1956,4306,20566,556,1656,1386
1,3,5956,46,5959,2076,9167,468
1,3,288,195,2105,5686,2046,5606
1,3,5994,4946,2059,505,5626,2056
1,3,565,5056,1679,3349,946,319
2,3,496,404,7644,3349,6491,6495
1,4,6164,3197,1646,9164,6194,4616
1,4,1646,1341,136,1344,1346,1973
1,3,1946,1976,2041,2044,2243,2646
1,3,5056,5319,2319,2004,204,564
2,3,5004,5646,1676,1646,2200,210
1,3,464,1686,2686,4678,2056,312
1,3,2046,3205,3320,3401,1348,2846
1,4,4949,6204,6102,6502,4016,502
1,3,5004,5043,3499,4916,1846,2016
2,3,464,2346,1464,5686,5046,205
1,3,468,2053,2056,2043,1646,1046
1,3,5056,2043,137,164,2046,164
1,4,895,5986,2986,265,2956,1323
1,3,1323,7979,8613,2846,59,26
1,3,804,149,926,2331,392,292
2,3,164,1946,1956,2046,2013,4023
1,4,1846,231,4046,1028,1481,484
1,3,404,502,10018,481,2046,2049
1,3,265,4043,4078,8956,953,8895
2,3,4664,656,456,4946,7986,7316
1,3,865,1332,8656,7992,865,86
1,4,8865,895,563,595,464,862
1,3,464,865,3992,693,391,2622
1,3,2856,161,285,2626,5828,5986
2,3,946,464,5582,2828,8216,281
2,3,4848,2813,234,4884,4846,2843
1,4,399,9361,9284,484,8235,318
1,3,685,3588,6478,610,2043,2019
1,3,2846,7881,1848,4518,7018,700
1,3,784,715,15445,4515,1873,7818
2,3,484,5045,78184,4848,2356,1845
2,3,784,282,8235,7846,796,79
1,3,464,781,4948,7816,7546,123
1,4,4076,7946,5646,4916,764,484
1,3,7046,132,312,295,613,32
2,2,9598,4797,15082,1665,1524,841
2,3,1564,7589,669,7048,456,908
1,1,578,16158,14412,7464,1270,1482
2,1,17082,16662,2605,3315,1376,318
1,2,9161,16934,19411,6992,232,808
2,2,12547,17099,3338,8529,131,1388
2,2,9539,17834,4507,5718,2151,818
1,1,16835,18158,13459,7880,1873,887
1,3,10223,17808,22586,5275,587,385
2,2,1713,2935,6852,3442,1657,1218
2,3,3767,16468,976,8363,1666,1592
1,2,12054,7684,23683,565,2014,344
2,2,8433,2749,12008,4707,954,588
1,2,2680,14659,13802,2599,238,1181
1,1,18525,4053,3255,2601,1402,541
2,1,6591,9119,17798,2136,1932,305
1,2,10960,17390,3496,7496,1014,580
1,3,9968,9198,10880,861,1031,400
1,2,5277,17954,18560,6477,910,1478
1,2,12381,6298,16179,5608,2998,1384
2,1,2114,8948,692,1641,2601,1376
2,1,8666,8586,18593,3508,415,943
1,1,9475,3631,18605,2250,119,1265
2,2,5645,18877,17430,652,1790,1402
1,1,5479,17686,833,3082,932,440
2,1,15768,15130,9789,8636,2780,1565
2,3,5827,10368,7666,6367,235,692
2,1,4766,15397,21843,5635,2755,529
2,3,14582,1468,19071,5478,492,1383
2,2,3498,3613,3833,6210,2879,942
2,1,18156,14929,568,5532,1032,780
2,1,18871,16879,13156,8597,182,766
1,1,12304,7273,5926,2780,968,1154
1,3,17253,1221,2379,7302,2519,464
2,2,15349,7941,5002,3746,1302,1189
2,3,6658,11709,7022,2033,2216,918
1,2,11305,1309,6493,5836,1732,1406
1,1,13940,2570,9534,6345,2850,725
2,1,16669,5027,15063,3040,749,1445
1,3,16703,4921,21672,3687,312,488
2,1,17827,14244,5299,5946,2061,1248
1,2,16730,12604,10478,5847,1307,1449
2,1,3658,15426,11049,7707,1940,433
1,1,13245,4015,4778,814,570,1079
1,1,8239,16180,19421,1515,1719,1303
1,1,12291,11283,3636,6371,1193,1352
1,3,7146,9460,2818,8179,2396,1310
1,2,9905,15420,15307,4209,2699,643
2,2,3086,18821,7628,1747,887,1236
1,3,14583,321,22320,6098,2302,881
1,2,18293,9511,14290,4098,2767,1245
2,1,1910,753,22491,4945,2537,1123
2,2,5192,10496,13202,1583,2289,899
2,2,4593,5864,722,708,2408,1502
2,2,7460,630,15478,3637,2658,1051
2,1,10272,12845,5175,2484,2382,677
2,2,13628,8054,5721,2627,2863,562
2,2,8035,14524,4381,7370,934,1103
1,2,10660,9141,7484,7267,2544,1357
2,1,14005,18554,5009,963,1505,1220
2,3,1260,13310,15007,4655,2060,723
1,3,10642,2936,4369,7148,394,708
1,3,7362,6596,6767,2979,962,969
1,2,16336,1106,15793,6146,238,420
1,3,5806,834,6077,7723,1081,938
1,3,2216,17628,11187,8150,2839,1140
1,1,9605,3886,11736,6220,336,575
1,3,18258,10320,15258,2680,2341,1235
1,3,4221,4073,767,6110,1820,938
2,2,16944,6562,13262,8639,1277,729
1,1,8039,17752,20230,7328,1343,1242
2,2,11032,6751,18218,7072,1949,309
1,3,87,15180,11898,3261,1304,511
1,3,16530,14449,12869,7304,2527,510
2,2,14359,6998,7293,5710,2402,585
1,3,12852,10761,6381,2294,2061,709
1,1,17285,13184,20004,4069,2752,890
1,3,16967,11691,10309,4929,1245,1057
1,1,15985,3866,21415,7488,2735,850
2,1,10777,3087,17868,5425,2084,1076
2,3,817,2685,4363,5717,284,419
1,3,826,10441,22162,1131,2310,955
1,1,9533,5978,6679,8142,1052,1262
2,2,17431,2885,1473,1063,2357,477
2,3,2119,17584,18012,4716,2598,801
1,1,18034,15261,18609,3560,328,1313
2,3,3814,15406,4843,4968,116,568
2,3,5102,7247,1419,954,1465,705
2,1,14664,16219,14274,8363,254,669
2,3,16155,17859,5959,8728,1667,361
1,1,12739,18101,7063,2713,2141,816
2,3,7550,3194,10439,8963,2874,992
2,2,1639,12586,3490,4465,1974,1323
1,2,14547,3667,5353,5061,257,1306
2,2,4988,2967,4283,4982,2435,1286
2,1,6548,5871,9609,2244,2975,501
2,3,6870,10532,6583,8214,2789,839
2,1,2293,15309,5188,7669,2299,1472
1,3,6053,752,12085,532,1131,334
2,2,12945,15617,17766,3482,2409,1027
2,3,11566,18064,13270,5682,2192,1070
1,2,10087,18692,14297,7219,1035,1056
2,2,12968,8843,11657,3930,2162,1171
1,3,757,18191,1119,4877,1124,996
1,3,15456,16727,7710,7741,281,340
2,1,18945,15190,23054,1586,971,1288
2,2,2366,1431,14728,2369,314,477
1,1,18150,17430,17011,7501,1019,395
1,2,1166,165,3021,7073,2225,368
2,1,13863,5211,9329,7240,2394,967
1,1,6993,5735,21198,7097,2202,751
2,3,8732,16176,19792,8295,1804,1200
2,3,13919,2284,10964,640,493,305
1,1,18533,15878,18540,8973,935,1382
1,2,4455,12216,4579,2630,1748,547
2,1,16942,5154,23695,2798,942,1385
2,1,12450,18267,20285,5155,1572,936
1,2,5227,1195,1859,1599,240,1537
2,1,3527,2036,4647,8196,2233,761
1,2,6699,13467,23598,5758,2334,1150
1,1,500,414,5399,3675,245,1558
2,2,6282,186,16537,5541,2929,1474
1,1,238,14860,21861,8217,1567,1200
1,3,11476,3492,7727,964,1356,1117
1,1,6958,5569,15004,3786,2562,547
2,2,5505,6053,2781,7067,163,1019
1,3,5399,12967,8022,6090,167,854
1,1,8731,17132,3446,7451,1057,1501
2,3,13865,18169,14500,2413,1715,513
2,3,18402,8949,5268,550,315,727
1,2,17299,1646,2146,3484,282,1185
2,1,7142,5180,1709,2544,1004,419
1,2,1710,3599,6015,1012,1519,304
2,1,17317,7513,19253,2799,2745,329
2,2,13703,12116,8572,6888,2479,1113
1,1,15536,4366,17089,5060,1985,1510
2,1,11300,4286,19824,4879,2342,842
1,1,4745,4273,5799,4686,1482,955
2,2,4205,10970,11116,8913,956,1563
2,2,1247,3662,7932,5129,932,330
1,2,11046,12106,16233,7145,1776,459
2,3,6988,11533,1287,8470,593,479
1,3,12920,16371,13302,7119,2760,1059
1,3,15050,15944,17016,3891,563,669
2,2,3514,11075,20514,8137,1103,1222
1,2,7181,10652,2924,7505,2153,1432
2,3,4018,14065,17640,5315,404,1024
1,1,2675,10014,13611,4748,2967,964
2,3,7675,18536,11460,4042,787,630
2,2,11486,6656,21334,6363,2649,484
1,3,9329,10578,19079,1006,943,814
2,3,9860,18996,13711,3376,2280,968
2,2,3177,1613,21905,3562,589,677
1,1,10320,9599,8489,4263,1657,592
1,3,8007,6027,22364,7341,1109,1453
1,3,18482,513,21349,4003,259,1496
2,1,13593,17331,1725,909,449,1361
2,3,12852,8067,17958,2326,2075,1343
2,1,6114,3990,9412,1382,1083,1112
2,2,16181,8986,1217,5548,1049,1536
2,2,1452,1540,4037,3311,284,1050
1,3,7949,3558,5011,6722,2172,1324
1,1,12869,11117,2935,2413,1412,789
2,2,11700,3308,3471,4340,2916,389
1,3,990,9636,13904,4984,1411,608
1,1,1867,800,14052,2363,686,325
2,3,6261,15288,1995,4496,145,627
1,1,6985,17902,2011,4675,2119,1121
2,3,17526,976,5407,1328,1726,1268
2,1,10575,18781,9382,4762,516,501
1,3,2580,15406,538,8329,2345,1078
2,1,11640,10110,23378,6100,1426,1030
1,1,9970,3612,16243,4074,1781,1356
2,2,11128,2704,915,6369,505,1281
1,3,7024,4557,7691,2441,2000,970
2,1,6344,14644,22542,8309,328,800
1,2,94,15619,11106,996,2888,1410
1,3,9827,1352,8128,5733,2545,541
1,1,12105,3712,23114,1604,602,382
1,3,12182,11079,11321,7378,2811,1525
1,3,13192,602,4477,4458,697,320
2,3,17836,10860,20632,4870,1636,544
2,3,3795,12360,15497,6582,111,1515
2,3,18398,14116,11209,4787,2827,1422
2,2,10460,5782,12493,7710,139,1045
2,2,6867,9202,22908,3581,2997,576
1,3,8799,2025,3896,1919,272,542
2,1,636,10454,8546,778,406,935
2,2,9315,16876,16719,6700,1748,735
1,2,12499,111,14525,7884,1734,701
2,2,2973,18661,7443,8107,818,432
1,3,16898,5333,22174,1899,327,647
1,2,17995,8521,16738,7103,2120,630
1,3,9671,11524,12314,6285,1762,757
2,1,13702,9724,5373,7581,1661,643
2,3,12586,10760,4537,2070,2156,1004
2,2,1023,16573,14611,2311,972,555
2,3,13295,7684,22081,2420,2433,1085
1,1,3548,8794,4265,8419,2273,837
2,2,9393,12293,5847,4155,382,954
1,2,16171,14037,7202,2654,2016,1250
2,2,5511,8435,5157,5678,1954,1585
1,3,17503,10100,17909,1072,969,1432
2,1,12819,7861,1889,2786,1508,1000
1,1,11981,3630,11813,1363,2782,668
2,3,16225,14091,12625,3000,523,547
1,2,14611,4267,489,8588,1782,438
2,2,15171,18391,6387,4129,2320,389
2,1,5134,17543,7020,2079,2995,328
2,3,15959,4183,14221,6992,881,415
2,1,12736,10386,1301,5767,448,1128
2,2,12949,370,4174,1102,1534,617
2,1,189,1111,12468,7136,347,1146
1,3,7964,4460,3973,3580,1320,588
1,3,4168,6006,6098,5373,1233,1021
2,3,8225,9296,22031,8811,535,695
1,3,1666,2868,11812,5949,2031,755
1,3,13870,5954,16852,7055,2897,1554
2,3,1415,12629,17608,4491,2014,316
1,1,17130,17878,23210,937,279,1169
1,1,17045,15828,2929,5520,2975,1211
2,2,14319,15145,11566,620,836,938
2,2,15674,9664,3940,1108,731,499
1,3,9654,6885,6704,2525,2730,1307
2,1,14429,4356,9820,3174,1084,1462
1,2,5828,10065,16703,7927,179,802
1,1,6083,3914,9924,6044,2588,896
1,1,10945,5935,2756,1219,801,1335
1,3,5810,4335,3921,3256,1402,1455
1,3,1712,18902,5527,6041,1177,1006
1,3,10506,13205,14222,4630,2813,1015
1,3,8940,6747,8009,930,2752,999
2,3,4008,3347,20665,513,1466,1306
2,2,5329,535,23438,2271,2505,1243
2,1,5870,13312,3070,937,336,600
1,3,15252,7230,23711,514,492,438
1,1,2311,5704,7002,4624,407,314
1,1,11911,18223,18385,4138,2933,337
1,2,10034,17066,4236,2760,2069,704
2,1,18559,1376,9651,5490,2700,443
2,1,17841,14396,19789,8452,2065,1544
1,1,17874,2404,10751,684,1720,1225
2,1,8199,4300,2132,6628,306,889
2,1,14155,2234,16905,3335,2504,730
1,1,13420,10099,12740,7183,1622,1448
2,2,13981,3128,3145,2561,1379,584
2,1,18460,6545,3711,3519,394,1210
1,3,15880,14883,20450,4670,949,1438
1,1,3442,16983,5144,3765,1376,1398
1,2,5667,17173,6507,6109,1750,713
1,1,12851,14892,1376,7098,2229,739
1,2,10054,14527,21870,4857,2453,597
2,3,1361,4660,6395,1711,2181,1518
2,3,14324,9167,5853,6445,1637,676
2,2,5869,5278,11844,5997,2976,1450
2,3,14385,719,21692,7809,338,342
1,1,13659,16997,4614,6550,515,870
1,3,14864,17449,6938,6957,2211,1341
1,2,14962,1895,12171,8283,978,1170
1,2,3137,9003,22579,912,2186,1261
2,3,8451,12949,14366,5411,2965,1375
1,2,7573,17370,11564,6891,1402,342
1,2,16714,18157,2210,8950,1961,1321
1,2,18816,8817,1556,5300,2501,811
1,3,5174,9285,18802,8181,1459,1129
1,2,15292,3916,20641,658,2870,702
1,2,5123,3381,19450,8601,2611,718
2,2,9372,15050,3647,749,1278,1248
1,3,4248,12590,1882,7329,1648,1574
2,2,12290,14566,14546,1851,1313,818
2,2,12247,2595,18319,1802,409,1212
1,1,16202,15681,1892,4107,1441,589
1,2,3710,8450,18622,4144,833,962
2,3,5081,237,21832,1820,1444,1162
2,1,13325,14838,11103,1628,2448,774
2,2,1737,9570,7186,2998,2763,533
2,1,2917,14053,19245,7339,1328,1399
1,3,18867,8994,21333,1541,2055,1497
2,1,12930,284,14968,3954,1142,810
2,2,6189,17095,3475,7789,466,834
1,3,2930,12575,19618,8283,2030,1163
1,1,5662,16878,22241,3768,236,711
1,1,2824,439,11056,4245,2397,1561
2,3,5294,9089,7015,3758,1351,719
2,1,4162,8789,5672,8623,538,1243
1,1,8358,10283,20843,6723,1897,1084
1,2,2236,12749,13154,6310,1876,429
1,3,15567,2578,7215,3920,2320,581
2,3,11411,7823,15707,2753,2460,638
1,2,6034,12410,14484,7932,728,1031
2,1,5815,18057,20069,6945,1476,877
1,2,1671,12878,7301,8767,1667,409
2,2,15791,16750,5574,4060,2067,1051
1,1,5499,11046,16312,5301,1757,377
1,2,4925,7364,22132,3002,256,524
1,3,1473,1375,19815,6819,2104,1014
1,1,17097,18146,1425,1538,2931,584
2,1,10110,9475,16469,6489,2109,1113
1,2,10487,17357,15720,2413,194,1201
1,3,15811,12290,6715,992,558,1540
2,1,142,1793,16867,1603,1914,1124
1,1,17939,1920,15813,5132,166,312
2,1,15939,7297,2839,2173,2779,855
1,2,7122,6750,20740,1391,2436,882
2,1,5752,13403,13737,7075,441,428
1,3,938,17030,8478,6095,1410,861
1,2,13821,2259,12439,1191,480,649
2,3,18965,965,4134,653,1194,610
1,2,17967,8785,1223,965,1023,1216
1,1,14276,8498,11411,1604,2043,1497
2,2,3339,15427,1641,3357,468,416
1,2,12923,8304,8136,8528,2352,355
2,3,16760,18395,5962,3097,2615,693
2,1,4521,18290,13649,7457,650,430
1,1,12565,2339,9100,5955,1780,1342
2,1,8125,3699,23179,4824,2566,917
2,2,16790,6624,10573,5827,615,587
1,2,2095,10801,1815,4057,271,849
2,3,7689,13637,5507,1530,1762,1233
2,2,12609,16509,4466,3447,910,1080
1,3,8557,178,11524,7610,2857,1394
1,2,3388,8845,5946,4957,1075,714
1,1,574,9276,9107,557,1433,913
1,1,14760,7413,22505,4638,2871,1280
2,3,5855,300,20350,875,1063,952
2,1,18506,16641,4155,2699,607,549
1,2,16091,12188,12867,3878,2370,1182
1,3,16372,2658,12782,1596,1178,1557
1,3,3129,4451,17738,2105,1405,1194
2,1,1455,16981,18291,2607,1530,1154
1,2,17191,16377,7197,2011,700,595
1,2,14015,13025,11112,5755,294,1170
1,2,6754,7200,4152,4490,1977,958
1,3,10848,7959,16899,8910,2559,334
2,3,13792,14321,8175,5661,273,395
2,2,4734,10631,8866,5881,1471,1142
1,2,17743,7032,8094,5073,2375,644
2,3,8076,1576,14148,1003,968,1570
1,3,12796,465,12680,3614,498,1062
1,1,3060,13992,4055,4764,740,1359
1,3,3740,539,5949,6090,2157,1597
2,3,4459,743,12990,7595,1106,430
1,1,5201,357,22686,8867,1339,1181
1,2,1898,11620,7645,8695,849,1417
2,1,4955,8452,8898,8255,2707,315
1,1,1707,7519,3374,7488,2636,1157
1,1,5080,4271,7695,4516,2785,735
2,3,12995,1336,4688,4264,2909,1332
2,1,13337,7648,4769,3888,518,1253
2,3,18279,8100,20029,8822,1331,1291
2,3,4948,14777,23738,1952,2423,589
2,2,7096,204,20319,2908,1736,1247
1,3,11887,5986,3842,6438,743,1030
1,1,15171,2020,9289,7518,110,531
1,2,9909,4043,17113,6601,2488,1457
1,2,9765,144,18807,6865,1827,432
2,1,9389,5077,11471,4431,2547,1213
1,2,12324,11920,8237,650,2791,478
2,3,3563,18408,12221,8803,757,1278
1,1,14211,13163,16498,5578,1529,996
1,1,14601,10700,5444,6291,563,1321
2,3,7847,12247,14667,5594,2971,1000
1,1,14502,14221,21378,2150,2701,1424
2,2,17411,15995,20294,6916,782,1196
1,1,9732,18421,4913,6664,1559,1500
1,2,3104,13924,22675,4405,331,1403
2,3,7372,9822,12868,1841,2781,1345
1,2,8570,8285,9180,7137,279,851
2,3,8093,8939,1601,1566,2038,577
1,2,348,4178,6176,637,636,1010
1,1,18745,228,2107,8191,2902,597
1,3,10554,12472,7182,8114,444,1503
2,3,4915,17841,16561,1869,944,398
2,1,6484,4380,17945,7909,979,958
2,1,4940,3450,5763,8160,150,430
2,3,4073,15212,15881,6057,2690,978
1,2,8568,18276,12900,4269,1669,414
2,1,11569,5063,637,7141,548,1365
2,1,11472,7593,12976,1787,1490,1268
1,3,3773,16282,20191,7336,1155,892
2,2,4540,1903,13758,1379,1508,1032
1,1,2556,7778,5303,8982,205,1215
2,3,10429,12203,554,4321,793,1295
2,1,17597,11015,6841,1852,822,1130
1,1,7802,8885,22337,5306,1665,953
1,1,6045,13158,14924,1470,1549,1579
1,2,137,10714,9671,5611,786,1403
2,3,17564,16695,13405,2561,1450,668
2,3,1275,17757,19689,6103,798,564
1,2,6375,8255,22864,1418,2997,1448
1,2,7581,1073,2513,3827,1316,1075
1,1,16114,8064,18429,978,1903,1105
2,1,4574,2473,11590,6505,471,527
2,2,3034,3517,3986,610,1409,1436
2,3,7863,15948,8311,7632,1863,1192
2,3,1513,18049,14366,2415,2880,1175
1,2,8239,12956,16586,1021,2629,775
1,2,2217,13144,13246,4739,2393,1475
1,3,12762,5948,5173,5821,1088,1133
2,1,4559,8316,9255,3517,2462,1365
2,1,10615,7393,17879,8322,1951,1061
1,2,16611,13754,5426,4420,1461,572
1,3,4452,9881,3617,2227,1966,402
2,2,8894,17202,728,5505,836,810
2,3,1478,15635,22514,2648,2913,687
1,2,13395,2822,20348,8187,515,1563
2,2,12650,2601,4798,1518,1512,1392
2,3,1363,15560,16019,7762,1508,587
1,2,17191,4625,9698,2846,264,947
2,3,16231,5060,3863,4701,2663,1200
2,2,6449,8883,3238,552,2987,1196
2,1,3045,7288,6435,3273,2545,421
2,3,12587,13710,22340,1064,2618,397
2,3,2625,718,22715,6631,1616,686
2,1,16291,2702,12287,6686,1133,987
2,3,10912,12238,3353,3084,2331,1320
1,2,15936,492,11026,5108,1913,529
2,3,4602,5039,11996,3681,1822,1588
2,2,4332,16730,11870,3178,1917,1366
2,1,10587,11003,14484,7763,293,1071
1,3,6572,17118,9013,4354,532,848
2,3,8153,9707,14104,2948,545,320
1,2,11203,9970,6682,4023,1529,1066
1,2,13586,2021,1740,1149,469,1062
2,1,15814,4061,13684,7557,2761,488
2,3,7347,9746,14370,8086,1463,771
2,2,12817,8996,5052,8861,1649,979
2,2,10149,5300,16319,6145,1548,1578
2,2,9703,8130,12661,6582,1529,1435
2,1,1408,14975,7780,3306,2989,714
1,1,3179,8201,6416,564,1762,814
1,1,3303,8397,11290,4246,2475,514
2,3,16820,13657,17268,1008,1544,823
2,2,9880,15189,18854,6766,1578,1512
1,2,4299,5565,5545,7022,1474,1366
2,2,2935,17505,1911,2298,563,881
2,1,5251,6324,673,4074,1123,1186
1,1,12234,14405,20534,8788,823,492
2,2,18524,15931,15067,5192,1509,1284
1,3,1369,13171,16272,5717,1332,1493
1,2,16907,11378,5035,4752,1177,578
2,1,8762,6779,9847,6875,1388,905
2,2,3519,8998,1023,6473,1133,334
1,3,3808,10877,1117,1423,1600,1489
2,3,17612,3733,21622,2337,2347,412
2,3,16024,14913,13463,2282,349,1314
2,2,1266,4176,12161,1011,2394,1451
1,2,18909,4744,20826,5056,562,1166
1,3,7297,2201,19018,1921,1731,709
1,1,13705,15990,13964,8822,914,1194
2,1,1926,14684,9971,2372,2741,872
2,2,11134,4517,5916,886,1602,434
2,1,4278,9714,13587,3074,865,1484
1,3,12301,500,2460,6114,2025,1399
1,1,15935,15558,6390,6679,1972,986
2,3,17247,825,6980,2331,1106,585
1,2,5117,15378,13900,7373,1812,1570
1,1,8547,12226,6059,3370,1276,815
2,1,13544,10657,9421,542,2158,375
2,1,14196,12236,1179,2643,1206,1220
2,2,8216,17957,8106,2222,282,960
1,3,11592,4559,16383,798,502,738
2,2,13516,12625,15695,5563,258,407
1,1,13469,3994,18860,6142,1772,860
2,3,8256,9513,20055,2737,2401,947
1,1,10011,18994,5023,4858,1451,391
1,3,9397,9676,1012,4920,127,539
1,1,5465,1446,12031,4699,2921,1308
2,3,15146,7188,16944,1125,331,401
2,2,5853,6327,20279,4128,619,436
1,2,14902,1222,5591,7933,1415,761
1,1,14284,6964,9234,7590,2590,631
1,3,9358,12038,15587,6375,1848,997
2,2,8875,15424,6358,6578,1593,947
1,1,8798,8232,6302,4204,2330,326
2,3,1940,322,15294,3064,1284,1508
1,1,15573,2993,11078,1242,2944,1573
2,3,17064,14712,9462,1440,823,394
1,1,7250,16138,5056,7275,1606,1290
2,2,14846,2706,11778,5711,463,642
1,2,9780,10007,21562,7709,2063,644
2,1,5845,7369,13898,709,1781,1081
2,2,11050,11405,19716,3326,1484,687
2,2,2816,8684,12588,1493,2472,938
1,1,1274,18223,6134,6533,2007,511
1,1,14226,9636,2274,1681,1976,602
1,1,421,10862,2905,8225,2545,921
1,2,11497,3184,1860,3219,580,507
2,1,10345,5586,4243,2811,2900,973
1,1,3380,14892,23263,5569,165,1475
2,2,12339,11522,21332,817,2309,1549
2,1,4809,12049,23529,3175,2940,846
2,1,14663,10075,14853,7545,2583,1098
2,3,48,13499,10873,7258,2687,1123
2,1,11265,10185,19657,7492,1852,1385
2,3,13473,12828,14297,7006,696,639
1,2,10338,9177,5701,4765,346,572
1,1,3162,14509,12400,4511,1522,974
2,3,11181,3577,10062,1681,1896,1189
1,2,10353,2663,5566,3400,2102,790
2,1,8274,13505,3468,5354,1158,1121
1,3,11902,1314,17962,7681,2434,543
1,3,1591,13103,8311,2751,126,1102
1,3,4048,3882,1107,5048,2318,623
2,1,10571,18698,22366,8544,674,905
2,1,13044,11589,19811,1921,808,1342
2,1,8877,9063,7105,2385,2222,694
